facility_id,facility_name,address,city,state,zip_code,county,phone,hospital_type,hospital_ownership,emergency_services,birthing_friendly,overall_rating,readm_group_measure_count,readm_n_measures,readm_n_better,readm_n_no_different,readm_n_worse,overall_rating_footnote,readm_group_footnote,pt_exp_group_footnote,pt_exp_group_measure_count,pt_exp_n_measures,census_region,edac_30_hf_score,edac_30_hf_compared,edac_30_hf_denominator,edac_30_hf_lower,edac_30_hf_higher,edac_30_hf_footnote,edac_30_pn_score,edac_30_pn_compared,edac_30_pn_denominator,edac_30_pn_lower,edac_30_pn_higher,edac_30_pn_footnote,readm_30_ami_score,readm_30_ami_compared,readm_30_ami_denominator,readm_30_ami_lower,readm_30_ami_higher,readm_30_ami_footnote,readm_30_copd_score,readm_30_copd_compared,readm_30_copd_denominator,readm_30_copd_lower,readm_30_copd_higher,readm_30_copd_footnote,readm_30_hf_score,readm_30_hf_compared,readm_30_hf_denominator,readm_30_hf_lower,readm_30_hf_higher,readm_30_hf_footnote,readm_30_pn_score,readm_30_pn_compared,readm_30_pn_denominator,readm_30_pn_lower,readm_30_pn_higher,readm_30_pn_footnote,h_comp_1_linear_score,h_comp_1_linear_score_n_surveys,h_comp_1_star_rating,h_comp_1_star_rating_n_surveys,h_hsp_rating_linear_score,h_hsp_rating_linear_score_n_surveys,h_hsp_rating_star_rating,h_hsp_rating_star_rating_n_surveys,h_star_rating,h_star_rating_n_surveys,edv_score,edv_footnote,op_18b_score,op_18b_footnote
520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,MADISON,WI,53792,DANE,(608) 263-6400,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,5,11,11,1,9,1,,,,15,15,Midwest,-5.7,Average days per 100 discharges,700,-46.9,47.9,,7.6,Average days per 100 discharges,592,-20.7,43.8,,13.9,No different than the national rate,487,11.7,16.4,,21.6,No different than the national rate,234,18.6,24.8,,20.0,No different than the national rate,939,17.4,22.8,,16.5,No different than the national rate,718,14.5,18.8,,93,3209,4,3209,91,3209,4,3209,4,3209,Very high,,214.0,
520100,BELOIT HEALTH SYSTEM,1969 W HART RD,BELOIT,WI,53511,ROCK,(608) 364-5011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,3,11,9,0,9,0,,,,15,15,Midwest,46.4,Average days per 100 discharges,256,-5.5,115.1,,30.7,Average days per 100 discharges,200,-2.6,67.5,,14.6,No different than the national rate,126,12.2,17.3,,20.5,No different than the national rate,144,17.6,24.0,,23.4,No different than the national rate,350,20.6,26.8,,17.0,No different than the national rate,333,14.8,19.3,,91,657,3,657,85,657,2,657,3,657,Medium,,129.0,
520102,AURORA LAKELAND MEDICAL CENTER,W3985 COUNTY ROAD NN,ELKHORN,WI,53121,WALWORTH,(262) 741-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,5,11,6,2,4,0,,,,15,15,Midwest,-20.5,Average days per 100 discharges,159,-57.5,30.8,,-32.4,Fewer days than average per 100 discharges,157,-50.1,-8.0,,,Number of cases too small,,,,1,20.0,No different than the national rate,97,17.2,23.3,,21.0,No different than the national rate,197,18.3,24.1,,16.2,No different than the national rate,176,14.2,18.5,,94,593,5,593,91,593,4,593,4,593,Low,,145.0,
520103,COMMUNITY MEMORIAL HOSPITAL,W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WI,53051,WAUKESHA,(262) 251-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,11,8,2,5,1,,,,15,15,Midwest,13.6,Average days per 100 discharges,365,-30.5,71.3,,-15.7,Average days per 100 discharges,226,-38.9,12.7,,13.2,No different than the national rate,142,10.8,15.8,,20.8,No different than the national rate,208,17.9,23.9,,21.1,No different than the national rate,733,18.2,24.2,,16.9,No different than the national rate,417,14.7,19.3,,93,777,4,777,88,777,3,777,3,777,Medium,,219.0,
520107,HOLY FAMILY MEMORIAL,2300 WESTERN AVE,MANITOWOC,WI,54221,MANITOWOC,(920) 320-2011,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,3,11,7,0,7,0,,,,15,15,Midwest,35.5,Average days per 100 discharges,101,-8.6,92.7,,2.0,Average days per 100 discharges,73,-23.4,31.2,,,Number of cases too small,,,,1,19.9,No different than the national rate,59,16.9,23.0,,21.1,No different than the national rate,170,18.3,24.1,,17.5,No different than the national rate,124,15.3,20.0,,94,349,5,349,89,349,4,349,4,349,Low,,138.0,
520109,MILE BLUFF MEDICAL CENTER,1050 DIVISION ST,MAUSTON,WI,53948,JUNEAU,(608) 847-6161,Acute Care Hospitals,Proprietary,Yes,Yes,4,11,7,0,7,0,,,,15,15,Midwest,29.7,Average days per 100 discharges,26,-13.8,84.0,,-17.7,Average days per 100 discharges,68,-36.7,6.4,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,21.0,No different than the national rate,33,18.4,24.0,,16.4,No different than the national rate,88,14.1,18.7,,95,110,5,110,91,110,4,110,5,110,Low,,124.0,
520113,AURORA MEDICAL CENTER BAY AREA,3003 UNIVERSITY DR,MARINETTE,WI,54143,MARINETTE,(715) 735-4200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,4,11,8,0,7,1,,,,15,15,Midwest,44.5,Average days per 100 discharges,178,-9.6,113.5,,6.8,Average days per 100 discharges,193,-24.0,43.9,,,Number of cases too small,,,,1,20.5,No different than the national rate,124,17.8,23.5,,21.9,No different than the national rate,288,19.2,25.0,,17.3,No different than the national rate,326,15.2,19.6,,94,566,5,566,90,566,4,566,4,566,Low,,129.0,
520116,WATERTOWN MEMORIAL HOSPITAL,125 HOSPITAL DRIVE,WATERTOWN,WI,53098,DODGE,(920) 261-4210,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,3,11,8,2,6,0,,,,15,15,Midwest,-50.0,Fewer days than average per 100 discharges,97,-70.6,-21.8,,-10.1,Average days per 100 discharges,101,-27.9,12.3,,14.3,No different than the national rate,53,11.9,17.1,,19.1,No different than the national rate,56,16.4,22.4,,20.0,No different than the national rate,133,17.2,23.0,,17.7,No different than the national rate,145,15.3,20.3,,93,379,4,379,89,379,4,379,4,379,Low,,120.0,
520136,ASCENSION SE WISCONSIN HOSPITAL,5000 W CHAMBERS ST,MILWAUKEE,WI,53210,MILWAUKEE,(414) 447-2130,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Yes,5,11,10,2,7,1,29,29,29,15,10,Midwest,-18.8,Average days per 100 discharges,253,-51.8,23.9,29,18.3,Average days per 100 discharges,184,-10.3,54.3,29,13.8,No different than the national rate,125,11.6,16.3,29,19.1,No different than the national rate,145,16.7,22.1,29,20.3,No different than the national rate,407,17.7,23.1,29,15.8,No different than the national rate,282,13.8,18.1,29,92,490,4,490,88,490,3,490,3,490,,5,124.0,
520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,MILWAUKEE,WI,53215,MILWAUKEE,(414) 649-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,4,11,11,0,7,4,,,,15,15,Midwest,13.8,Average days per 100 discharges,1345,-36.3,76.0,,32.0,Average days per 100 discharges,484,-6.8,81.2,,13.6,No different than the national rate,974,11.4,16.0,,20.2,No different than the national rate,595,17.5,23.1,,20.2,No different than the national rate,2911,17.6,23.2,,16.3,No different than the national rate,1010,14.4,18.5,,91,1935,3,1935,88,1935,3,1935,3,1935,Very high,,172.0,
520139,WEST ALLIS MEMORIAL HOSPITAL,8901 W LINCOLN AVE,WEST ALLIS,WI,53227,MILWAUKEE,(414) 328-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,4,11,7,0,7,0,,,,15,15,Midwest,-4.8,Average days per 100 discharges,258,-44.1,50.9,,0.1,Average days per 100 discharges,214,-28.0,37.3,,14.5,No different than the national rate,27,12.1,17.2,,20.5,No different than the national rate,192,17.7,23.6,,23.0,No different than the national rate,490,20.2,26.1,,16.9,No different than the national rate,420,14.7,19.1,,91,888,3,888,86,888,3,888,3,888,High,,182.0,
520160,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,1818 N MEADE ST,APPLETON,WI,54911,OUTAGAMIE,(920) 731-4101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,4,11,11,4,7,0,,,,15,15,Midwest,-43.6,Fewer days than average per 100 discharges,219,-68.6,-11.3,,-60.6,Fewer days than average per 100 discharges,181,-72.9,-43.8,,12.4,No different than the national rate,440,10.3,14.8,,20.1,No different than the national rate,121,17.2,23.6,,20.1,No different than the national rate,539,17.4,23.0,,15.0,Better than the national rate,436,13.1,17.1,,93,2419,4,2419,89,2419,4,2419,4,2419,Medium,,147.0,
520177,FROEDTERT MEMORIAL LUTHERAN HOSPITAL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,MILWAUKEE,(414) 805-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,3,11,10,0,7,3,,,,15,15,Midwest,15.0,Average days per 100 discharges,550,-32.7,79.0,,21.1,Average days per 100 discharges,439,-13.8,68.0,,14.3,No different than the national rate,271,12.0,16.9,,21.2,No different than the national rate,474,18.4,24.2,,21.3,No different than the national rate,1248,18.6,24.2,,17.6,No different than the national rate,858,15.4,19.8,,92,2540,4,2540,89,2540,4,2540,4,2540,Very high,,275.0,
520189,AURORA MEDICAL CENTER KENOSHA,10400 75TH ST,KENOSHA,WI,53142,KENOSHA,(262) 948-5600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,4,11,6,1,5,0,,,,15,15,Midwest,-21.7,Average days per 100 discharges,297,-57.3,28.3,,-10.8,Average days per 100 discharges,424,-36.7,21.4,,14.3,No different than the national rate,96,12.1,16.9,,19.8,No different than the national rate,189,17.1,22.9,,20.6,No different than the national rate,503,18.0,23.6,,15.7,No different than the national rate,722,13.8,18.0,,92,1031,4,1031,91,1031,4,1031,4,1031,Very high,,179.0,
520193,AURORA BAYCARE MEDICAL CTR,2845 GREENBRIER RD,GREEN BAY,WI,54313,BROWN,(920) 288-8000,Acute Care Hospitals,Proprietary,Yes,Yes,4,11,11,3,8,0,,,,15,15,Midwest,-23.0,Average days per 100 discharges,154,-56.0,24.6,,-22.3,Average days per 100 discharges,150,-45.8,8.7,,13.3,No different than the national rate,243,11.2,15.9,,18.2,No different than the national rate,92,15.5,20.9,,20.5,No different than the national rate,320,17.9,23.3,,16.0,No different than the national rate,295,13.9,18.2,,93,1210,4,1210,91,1210,4,1210,4,1210,Very high,,133.0,
520194,ORTHOPAEDIC HOSPITAL OF WISCONSIN,475 W RIVER WOODS PKWY,GLENDALE,WI,53212,MILWAUKEE,(414) 961-6803,Acute Care Hospitals,Physician,No,,,11,3,0,3,0,16,,,15,15,Midwest,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,98,244,5,244,95,244,5,244,5,244,,5,,5
520196,OAKLEAF SURGICAL HOSPITAL,1000 OAKLEAF WAY,ALTOONA,WI,54720,EAU CLAIRE,(715) 895-9435,Acute Care Hospitals,Physician,No,,,11,4,0,4,0,16,,,15,15,Midwest,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,96,163,5,163,95,163,5,163,5,163,,5,,5
520198,AURORA MEDICAL CTR OSHKOSH,855 N WESTHAVEN DRIVE,OSHKOSH,WI,54904,WINNEBAGO,(920) 456-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,4,11,8,0,8,0,,,,15,15,Midwest,-11.1,Average days per 100 discharges,121,-52.2,40.3,,7.1,Average days per 100 discharges,117,-21.2,40.5,,13.8,No different than the national rate,78,11.5,16.5,,19.1,No different than the national rate,76,16.4,22.1,,19.7,No different than the national rate,238,17.1,22.5,,17.0,No different than the national rate,244,14.8,19.4,,94,700,5,700,91,700,4,700,4,700,Medium,,122.0,
520202,MARSHFIELD MEDICAL CENTER - WESTON,3400 MINISTRY PARKWAY,WESTON,WI,54476,MARATHON,(715) 393-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,3,11,9,0,8,1,,,,15,15,Midwest,18.2,Average days per 100 discharges,163,-22.6,70.4,,23.9,Average days per 100 discharges,140,-5.2,65.2,,15.6,No different than the national rate,235,13.1,18.7,,18.7,No different than the national rate,71,16.0,21.8,,22.3,No different than the national rate,313,19.3,25.5,,16.8,No different than the national rate,245,14.7,19.3,,94,932,5,932,90,932,4,932,4,932,Low,,143.0,
520205,MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL,10101 SOUTH 27TH ST  2ND FLOOR,FRANKLIN,WI,53132,MILWAUKEE,(414) 817-5800,Acute Care Hospitals,Physician,No,,,11,3,0,3,0,16,29,29,15,10,Midwest,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,94,215,5,215,91,215,4,215,5,215,,5,,5
520206,AURORA MEDICAL CENTER - SUMMIT,36500 AURORA DRIVE,SUMMIT,WI,53066,WAUKESHA,(262) 434-1600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,5,11,7,1,6,0,,,,15,15,Midwest,-8.9,Average days per 100 discharges,195,-49.4,41.6,,-1.7,Average days per 100 discharges,142,-30.5,37.7,,13.7,No different than the national rate,167,11.4,16.2,,20.2,No different than the national rate,101,17.3,23.4,,20.7,No different than the national rate,313,17.9,23.7,,18.1,No different than the national rate,242,15.7,20.7,,93,1266,4,1266,91,1266,4,1266,4,1266,Medium,,142.0,
520207,AURORA MEDICAL CENTER,975 PORT WASHINGTON ROAD,GRAFTON,WI,53024,OZAUKEE,(262) 329-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,5,11,9,0,8,1,,,,15,15,Midwest,2.7,Average days per 100 discharges,350,-38.9,56.5,,-1.2,Average days per 100 discharges,304,-31.5,39.7,,14.1,No different than the national rate,218,11.8,16.8,,19.6,No different than the national rate,145,16.8,22.6,,20.1,No different than the national rate,543,17.4,23.0,,16.6,No different than the national rate,518,14.5,19.1,,94,1250,5,1250,91,1250,4,1250,4,1250,Medium,,188.0,
520208,SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE,3400 EAST RACINE STREET,JANESVILLE,WI,53546,ROCK,(608) 373-8000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Yes,4,11,8,1,7,0,,,,15,15,Midwest,16.0,Average days per 100 discharges,111,-25.5,65.2,,-22.0,Average days per 100 discharges,105,-41.1,4.2,,,Number of cases too small,,,,1,20.0,No different than the national rate,64,17.0,23.2,,21.1,No different than the national rate,207,18.3,24.0,,17.4,No different than the national rate,195,15.1,20.0,,92,514,4,514,90,514,4,514,3,514,Medium,,138.0,
520210,MARSHFIELD MEDICAL CENTER - EAU CLAIRE,2310 CRAIG RD,EAU CLAIRE,WI,54701,EAU CLAIRE,(715) 858-8100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,3,11,9,1,6,2,,,,15,15,Midwest,4.2,Average days per 100 discharges,76,-31.3,51.4,,66.7,More days than average per 100 discharges,126,25.8,121.9,,13.8,No different than the national rate,55,11.6,16.4,,19.3,No different than the national rate,30,16.5,22.6,,20.6,No different than the national rate,112,17.9,23.6,,18.2,No different than the national rate,184,15.9,20.8,,92,847,4,847,87,847,3,847,4,847,Low,,192.0,
520212,MARSHFIELD MEDICAL CENTER - MINOCQUA,9576 HIGHWAY 70,MINOCQUA,WI,54548,ONEIDA,(715) 358-1710,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,5,11,7,1,6,0,,,,15,15,Midwest,-12.8,Average days per 100 discharges,111,-43.5,26.3,,4.3,Average days per 100 discharges,74,-18.3,35.7,,,Number of cases too small,,,,1,19.4,No different than the national rate,42,16.6,22.7,,20.9,No different than the national rate,146,18.1,24.1,,18.0,No different than the national rate,110,15.7,20.7,,96,343,5,343,92,343,4,343,5,343,Medium,,174.0,
520213,FROEDTERT COMMUNITY HOSPITAL,4805 S MOORLAND RD,NEW BERLIN,WI,53151,WAUKESHA,(262) 796-0001,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,11,2,1,1,0,16,,,15,10,Midwest,,Number of cases too small,,,,1,-44.6,Fewer days than average per 100 discharges,59,-55.5,-28.0,,,,,,,5,20.1,No different than the national rate,25,17.2,23.5,,19.9,No different than the national rate,31,17.2,22.9,,16.4,No different than the national rate,79,14.2,19.1,,97,160,5,160,93,160,5,160,5,160,Medium,,125.0,
520214,ASCENSION WISCONSIN HOSP MENOMONEE FALLS CAMPUS,"N88W14275 MAIN STREET, SUITE 100",MENOMONEE FALLS,WI,53051,WAUKESHA,(262) 415-2001,Acute Care Hospitals,Proprietary,Yes,,,11,1,0,1,0,16,29,5,15,,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,83,,83,,83,,83,,83,,5,75.0,
521300,ASPIRUS EAGLE RIVER HOSPITAL,201 HOSPITAL ROAD,EAGLE RIVER,WI,54521,VILAS,(715) 479-7411,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,,,,,5,5,5,15,,Midwest,-8.7,Average days per 100 discharges,26,-34.6,25.7,,51.9,More days than average per 100 discharges,48,17.4,98.3,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,22.0,No different than the national rate,38,19.1,25.4,,18.0,No different than the national rate,56,15.6,20.7,,,59,,59,,59,,59,,59,Low,,89.0,
521302,MAYO CLINIC HEALTH SYSTEM OAKRIDGE,13025 8TH ST,OSSEO,WI,54758,TREMPEALEAU,(715) 597-3121,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,11,3,1,2,0,16,,,15,10,Midwest,-48.7,Fewer days than average per 100 discharges,28,-74.9,-11.9,,64.2,More days than average per 100 discharges,40,24.9,113.8,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,20.6,No different than the national rate,41,17.9,23.4,,17.2,No different than the national rate,52,15.1,19.8,,94,153,5,153,93,153,5,153,5,153,Low,,136.0,
521303,THEDACARE MEDICAL CENTER - WILD ROSE,601 GROVE AVE,WILD ROSE,WI,54984,WAUSHARA,(920) 622-3257,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,,,,,16,5,5,15,,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,17.7,No different than the national rate,35,15.3,20.5,,,39,,39,,39,,39,,39,Low,,121.0,
521304,GUNDERSEN ST JOSEPHS HOSPITAL AND CLINICS,400 WATER AVE,HILLSBORO,WI,54634,VERNON,(608) 489-8000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,1,0,1,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,57,,57,,57,,57,,57,Low,,121.0,
521305,MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA,310 W MAIN ST,SPARTA,WI,54656,MONROE,(608) 269-2132,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,11,1,0,1,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,16.7,No different than the national rate,35,14.5,19.2,,,96,,96,,96,,96,,96,Low,,77.0,
521307,CHIPPEWA VALLEY HOSPITAL,1220 3RD AVE W,DURAND,WI,54736,PEPIN,(715) 672-4211,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,11,1,0,1,0,16,,,15,5,Midwest,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,,,,,,Low,,78.0,
521308,AMERY HOSPITAL & CLINIC,265 GRIFFIN STREET EAST,AMERY,WI,54001,POLK,(715) 268-0300,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Yes,2,11,6,1,5,0,,,,15,15,Midwest,4.3,Average days per 100 discharges,45,-28.0,48.0,,-44.6,Fewer days than average per 100 discharges,59,-58.6,-26.0,,,Number of cases too small,,,,1,19.7,No different than the national rate,40,16.7,23.0,,20.6,No different than the national rate,75,17.8,23.6,,16.6,No different than the national rate,73,14.4,19.1,,96,186,5,186,93,186,5,186,5,186,Low,,120.0,
521309,GUNDERSEN MOUNDVIEW HOSPITAL AND CLINICS,402 W LAKE ST,FRIENDSHIP,WI,53934,ADAMS,(608) 339-3331,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,1,0,1,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,39,,39,,39,,39,,39,Low,,73.0,
521310,HSHS ST CLARE MEMORIAL HOSPITAL,855 S MAIN ST,OCONTO FALLS,WI,54154,OCONTO,(920) 846-3444,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,1,0,1,0,16,,,15,5,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,48,,48,,48,,48,,48,Low,,97.0,
521311,ASPIRUS STANLEY HOSPITAL,1120 PINE ST,STANLEY,WI,54768,CHIPPEWA,(715) 644-5571,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,2,0,2,0,16,,,15,5,Midwest,-50.6,Fewer days than average per 100 discharges,28,-76.4,-16.2,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,21.2,No different than the national rate,50,18.5,24.4,,16.8,No different than the national rate,30,14.6,19.2,,,41,,41,,41,,41,,41,Low,,163.0,
521312,LAFAYETTE HOSPITAL AND CLINICS,211 BEV ANDERSON DR,DARLINGTON,WI,53530,LAFAYETTE,(608) 776-4466,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,11,2,0,2,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,17.5,No different than the national rate,30,15.1,20.3,,,56,,56,,56,,56,,56,Low,,106.0,
521313,ASPIRUS TOMAHAWK HOSPITAL,401 W MOHAWK DR  SUITE 100,TOMAHAWK,WI,54487,LINCOLN,(715) 453-7700,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,1,0,1,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,-26.5,Fewer days than average per 100 discharges,34,-42.8,-4.1,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,22.2,No different than the national rate,29,19.1,25.5,,16.4,No different than the national rate,57,14.3,19.0,,,30,,30,,30,,30,,30,Low,,121.0,
521314,MAYO CLINIC HEALTH SYSTEM CHIPPEWA VALLEY,1501 THOMPSON ST,BLOOMER,WI,54724,CHIPPEWA,(715) 568-2000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,11,3,1,2,0,,,,15,10,Midwest,-76.1,Fewer days than average per 100 discharges,37,-95.5,-47.8,,-31.2,Fewer days than average per 100 discharges,61,-51.6,-5.3,,,,,,,5,,Number of cases too small,,,,1,20.8,No different than the national rate,62,18.2,23.6,,17.7,No different than the national rate,96,15.5,20.4,,93,144,4,144,90,144,4,144,4,144,Low,,142.0,
521315,MAYO CLINIC HEALTH SYSTEM-NORTHLAND,1222 E WOODLAND AVE,BARRON,WI,54812,BARRON,(715) 537-3186,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,11,6,0,5,1,,,,15,10,Midwest,18.5,Average days per 100 discharges,82,-21.1,74.3,,7.7,Average days per 100 discharges,101,-20.5,46.2,,,Number of cases too small,,,,1,19.2,No different than the national rate,47,16.2,22.3,,20.7,No different than the national rate,128,17.9,23.8,,17.4,No different than the national rate,144,15.3,20.0,,93,237,4,237,90,237,4,237,4,237,Low,,109.0,
521316,GUNDERSEN TRI-COUNTY HOSPITAL & CLINICS,18601 LINCOLN ST,WHITEHALL,WI,54773,TREMPEALEAU,(715) 538-4361,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,2,0,2,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,17.4,No different than the national rate,28,15.1,20.2,,,86,,86,,86,,86,,86,Low,,120.0,
521317,ASCENSION CALUMET HOSPITAL,614 MEMORIAL DRIVE,CHILTON,WI,53014,CALUMET,(920) 849-2386,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,,,,,16,5,5,15,,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,,,,,,,5,86.0,
521318,LADD MEMORIAL HOSPITAL,2600 65TH AVENUE,OSCEOLA,WI,54020,POLK,(715) 294-2111,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,1,0,1,0,16,,5,15,,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,7,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,92,114,4,114,88,114,3,114,4,114,,5,,5
521319,EDGERTON HOSPITAL AND HEALTH SERVICES,11101 N SHERMAN ROAD,EDGERTON,WI,53534,ROCK,(608) 884-3441,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,1,0,1,0,16,,,15,5,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,,,,,,,5,71.0,
521320,TOMAH MEMORIAL HOSPITAL,501 GOPHER DR,TOMAH,WI,54660,MONROE,(608) 372-2181,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,5,11,8,0,8,0,,,,15,10,Midwest,-40.8,Average days per 100 discharges,55,-70.5,0.1,,2.4,Average days per 100 discharges,43,-27.3,46.0,,,Number of cases too small,,,,1,20.9,No different than the national rate,41,17.8,24.4,,22.3,No different than the national rate,50,19.5,25.8,,17.6,No different than the national rate,46,15.4,20.2,,96,210,5,210,94,210,5,210,5,210,,5,109.0,
521321,RIPON MEDICAL CENTER,845 PARKSIDE ST,RIPON,WI,54971,FOND DU LAC,(920) 748-3101,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,2,0,2,0,16,,,15,5,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,18.9,No different than the national rate,40,16.1,22.1,,20.2,No different than the national rate,55,17.6,23.1,,16.6,No different than the national rate,57,14.3,19.0,,97,104,5,104,93,104,5,104,5,104,Low,,146.0,
521322,GRANT REGIONAL HEALTH CENTER,507 S MONROE ST,LANCASTER,WI,53813,GRANT,(608) 723-2143,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,3,0,3,0,16,,,15,10,Midwest,,Number of cases too small,,,,1,7.4,Average days per 100 discharges,26,-19.5,42.8,,,Number of cases too small,,,,1,19.2,No different than the national rate,34,16.6,22.2,,,Number of cases too small,,,,1,17.5,No different than the national rate,49,15.1,20.1,,,88,,88,,88,,88,,88,Low,,148.0,
521323,MARSHFIELD MEDICAL CENTER - NEILLSVILLE,216 SUNSET PLACE,NEILLSVILLE,WI,54456,CLARK,(715) 743-3101,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,1,0,1,0,16,,,15,5,Midwest,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,75,,75,,75,,75,,75,Low,,112.0,
